color,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes
Color,77,98,3,327,349,1943649,8697,2095,3,122,English,USA,PG-13,1700000,1999,347,0.63,374
Color,308,107,91,167,11000,3675072,190132,11623,0,801,English,UK,R,26000000,2007,372,0.73,15000
Color,40,97,10,5,102,144431,1290,118,0,13,English,UK,PG-13,1000000,2006,7,0.73,587
Color,28,132,44,241,1000,1508689,5648,2004,2,50,English,USA,R,16000000,1997,653,0.67,329
Color,223,127,883,441,11000,290158751,837759,12643,0,900,English,USA,PG,18000000,1980,504,0.88,17000
Color,228,113,150,59,531,104383624,106446,764,4,227,English,USA,PG,155000000,2010,82,0.63,11000
Color,359,140,91,4000,20000,380262555,520104,44042,4,3286,English,USA,PG-13,113000000,2005,16000,0.76,10000
Color,153,141,488,509,10000,100614858,206776,11458,1,1248,English,USA,R,68000000,2001,834,0.69,7000
Color,588,119,91,529,15000,42335698,395087,21668,8,1101,English,USA,R,18000000,2014,6000,0.78,114000
Color,63,102,91,413,13000,38747385,49349,15308,2,165,English,USA,PG-13,25000000,1986,854,0.69,7000
Color,47,85,2,402,1000,15911333,2855,2429,1,119,English,UK,G,19000000,2000,539,0.36,663
Color,163,92,100,327,678,80197993,65551,1729,1,441,English,Germany,PG,32000000,2006,635,0.57,7000
Color,71,103,44,625,953,20246959,5721,3299,2,20,English,USA,PG-13,14000000,2010,849,0.49,1000
Color,51,94,112,428,1000,1744858,6084,3085,1,120,English,USA,R,1000000,2000,826,0.7,671
Color,2,115,32,29,14000,31662,90,14133,1,1,English,South Korea,R,12620000,2016,81,0.68,139
Color,45,97,84,782,899,27141959,19547,2936,2,168,English,USA,PG,18000000,1999,842,0.25,7000
Black and White,283,80,611,576,5000,84961,149414,6229,4,841,Mandarin,China,PG-13,31000000,2002,643,0.79,7000
Color,167,109,93,521,31000,1357042,53977,35561,1,125,English,Belgium,R,15000000,2011,3000,0.71,14000
Color,271,86,365,522,934,4007792,101287,2714,0,260,English,USA,R,750000,2012,830,0.7,31000
Color,19,93,91,78,625,10305534,1721,987,2,38,English,USA,R,3500000,1998,118,0.39,280
Color,14,112,9,125,860,173783,578,1252,0,34,English,USA,R,2500000,2008,130,0.76,588
Color,139,101,221,11000,12000,133668525,107817,39269,4,255,English,USA,PG-13,80000000,2013,11000,0.54,14000
Color,168,118,40,617,2000,44983704,81866,4045,0,510,English,USA,PG-13,31000000,2000,702,0.73,7000
Color,373,146,150,2000,15000,169705587,318955,23227,2,460,English,USA,PG-13,25000000,2011,3000,0.81,75000
Color,61,112,83,8,2000,3058380,4767,2389,1,69,French,France,R,100000000,2000,370,0.73,186
Color,114,89,91,62,227,92823600,149108,485,0,273,English,USA,R,16000000,1989,73,0.76,7000
Color,157,129,21000,283,495,48265581,261069,1397,1,506,English,USA,R,50000000,1997,294,0.78,25000
Color,14,98,102,360,563,105943,1351,2628,0,11,English,USA,R,1500000,2015,485,0.61,212
Color,140,116,80,651,11000,105807520,156717,14087,2,357,English,USA,PG-13,50000000,2003,1000,0.64,7000
Color,51,90,21,27,53,155972,4702,137,0,23,Hebrew,Israel,R,1500000,2006,30,0.73,7000
Color,50,122,589,150,848,33451479,17068,1164,0,215,English,USA,PG,500000,2008,153,0.65,7000
Color,575,131,91,919,16000,101785482,381148,19166,0,1106,English,USA,PG-13,190000000,2013,968,0.7,83000
Color,3,78,6,17,32,243768,143,72,0,9,English,USA,R,30000,2007,17,0.41,13
Color,8,88,53,176,563,721,783,1284,2,12,English,Germany,R,1000000,2006,288,0.41,42
Color,81,101,13,499,651,15408822,14147,2698,3,92,English,USA,PG-13,20000000,2003,555,0.56,401
Color,376,107,419,165,971,12026670,114241,1643,2,258,English,USA,R,45000000,2013,236,0.64,24000
Color,59,92,406,194,406,582024,30396,904,0,168,English,USA,NC-17,1000000,1997,203,0.62,7000
Color,76,121,16000,826,16000,50007168,39529,19139,0,142,English,USA,R,50000000,1997,1000,0.67,1000
Color,85,103,27,534,1000,28435406,37681,4441,2,151,English,USA,PG-13,12000000,2006,809,0.55,7000
Color,284,100,77,27,286,1196752,79353,385,3,121,Norwegian,Norway,R,30300000,2011,52,0.76,23000
Color,45,97,4,826,1000,31179516,5928,5006,5,49,English,USA,PG-13,12000000,2004,1000,0.43,243
Color,447,117,905,385,553,48043505,435864,2357,1,801,English,UK,R,30000000,2010,488,0.77,36000
Color,228,103,212,248,15000,40687294,107772,16249,1,398,English,Canada,PG-13,35000000,2008,552,0.54,7000
Color,153,112,395,80,13000,31252964,71495,13707,1,522,English,USA,R,4000000,2001,595,0.71,7000
Color,136,97,31,562,2000,6923891,43867,5519,4,83,English,USA,R,23000000,2011,2000,0.63,7000
Color,267,77,13000,973,40000,53337608,188785,60683,1,467,English,USA,PG,40000000,2005,16000,0.74,7000
Color,22,86,15,429,2,111300,575,2,0,6,English,USA,R,225000,2012,664,0.75,801
Color,96,84,119,918,989,17411331,17328,4660,3,237,English,Australia,R,15000000,1998,982,0.55,673
Color,167,153,91,537,13000,201573391,322395,26029,0,1171,English,USA,PG-13,140000000,1998,12000,0.66,11000
Color,21,96,15,357,433,5005,2280,1929,2,14,English,USA,R,3000000,2009,396,0.59,448
Color,180,115,64,664,2000,143151473,116681,4811,0,320,English,USA,PG,60000000,2008,899,0.71,11000
Color,163,91,77,208,1000,128200012,103022,1804,1,269,English,USA,PG,75000000,2005,311,0.63,7000
Color,7,41,91,429,55,4074023,296,55,0,4,English,UK,R,5000000,2010,664,0.69,89
Color,69,101,11000,2,1000,9714482,30083,1614,0,140,English,USA,R,20000000,1996,612,0.68,7000
Color,118,106,43,460,1000,7486906,17436,2495,0,71,English,USA,PG,27000000,2007,506,0.68,7000
Color,189,80,129,26,375,856942,12241,460,1,112,English,USA,R,200000,2008,44,0.71,7000
Color,283,129,335,64,15000,31836745,81298,15595,1,341,English,USA,PG-13,40000000,2011,467,0.69,39000
Color,152,113,323,835,1000,69304264,73068,4660,0,419,English,USA,R,48000000,1999,977,0.68,7000
Color,70,110,16,692,2000,97360069,36491,5320,0,231,English,USA,PG,75000000,1999,710,0.41,509
Color,246,125,189,839,1000,44665963,159931,5081,2,281,English,USA,PG-13,58000000,2013,847,0.63,22000
Color,47,99,8,78,798,104257,19194,1430,2,160,English,UK,R,2200000,1999,472,0.71,7000
Color,180,119,719,423,833,73209340,101834,2356,0,628,English,USA,R,95000000,2000,624,0.57,7000
Color,158,104,681,159,584,62494975,179500,1235,5,378,English,USA,PG-13,85000000,2006,227,0.6,7000
Color,135,108,99,172,672,40048332,61417,1460,1,339,English,USA,R,85000000,2002,174,0.55,941
Color,285,126,729,284,912,71502303,149966,2170,0,835,English,USA,R,12000000,2004,306,0.75,7000
Color,53,115,91,360,1000,38168022,4687,1964,0,83,English,USA,R,3000000,2000,436,0.66,290
Color,178,117,763,523,16000,12276810,57674,17847,0,126,English,USA,PG-13,26000000,2015,543,0.65,11000
Color,134,88,104,318,628,83400000,160281,2726,0,427,English,USA,PG,3500000,1980,575,0.78,16000
Color,109,92,13000,217,925,73326666,189413,1953,3,306,English,USA,PG,15000000,1988,692,0.75,15000
Color,45,83,119,633,885,7001720,8560,2907,2,205,English,USA,PG-13,12000000,2008,816,0.43,797
Color,122,94,187,427,1000,1247453,11202,3690,0,123,English,UK,R,2800000,2005,887,0.68,750
Color,81,126,80,225,668,90800000,126907,2004,0,235,English,USA,PG,8000000,1984,641,0.72,7000
Color,152,121,529,163,541,71309760,150308,1323,1,498,English,UK,PG-13,25000000,2000,399,0.73,18000
Color,229,93,166,281,971,54724272,157051,2043,0,261,English,USA,R,12000000,2012,329,0.67,29000
Color,56,80,11,499,911,40363530,18254,3058,2,307,English,USA,PG,16000000,2002,521,0.33,1000
Color,245,129,91,233,309,139259759,364948,1062,0,2121,English,Australia,R,150000000,2003,269,0.67,7000
Color,52,87,9,503,818,37566230,3407,2164,1,48,English,USA,PG,17000000,2003,636,0.51,309
Color,283,133,219,701,15000,727883,580999,17040,1,2110,English,USA,R,4500000,2001,933,0.81,33000
Color,81,116,52,102,624,1980338,12366,1209,2,151,English,USA,R,5000000,1998,385,0.7,507
Color,56,83,5,98,413,1521,1231,843,0,10,English,Canada,R,1500000,2012,197,0.57,932
Color,40,93,10,405,789,68208190,60572,2986,1,144,English,USA,PG-13,65000000,1999,744,0.63,7000
Color,27,93,69,69,522,10097096,5612,955,2,38,English,USA,R,4000000,2001,231,0.46,842
Color,61,170,25,55,329,59696176,15448,775,1,174,English,USA,PG-13,22000000,2014,134,0.56,15000
Color,25,93,70,442,692,5694308,13815,3128,0,46,English,USA,PG-13,7000000,2007,585,0.2,446
Color,54,107,188,631,11000,42019483,6069,13904,0,33,English,USA,PG,36000000,2014,641,0.64,7000
Color,608,195,1000,3000,21000,408992272,557489,30426,3,1187,English,USA,PG-13,200000000,2013,4000,0.72,95000
Color,197,128,150,244,766,126930660,157519,2037,2,683,English,UK,PG-13,135000000,1999,536,0.64,2000
Color,209,114,91,1000,27000,5694401,194489,46944,4,192,English,UK,R,18000000,2008,18000,0.73,12000
Color,65,98,85,186,265,7369373,4288,901,1,74,English,UK,R,2000000,1986,194,0.57,7000
Color,265,102,82,537,622,34350553,104066,2488,4,207,English,USA,R,68000000,2012,591,0.57,15000
Color,140,110,65,149,3000,24848292,80556,4089,1,184,English,USA,PG-13,20000000,2008,427,0.66,7000
Color,284,110,763,222,15000,83503161,138190,16691,1,405,English,USA,R,75000000,2011,1000,0.61,30000
Color,193,94,87,280,866,39687528,140780,2124,1,376,English,France,R,24000000,2007,794,0.63,7000
Color,152,87,165,383,1000,47860214,34711,2452,0,468,English,USA,PG-13,15000000,2006,431,0.5,7000
Color,116,103,84,664,12000,37035515,34597,23864,1,194,English,USA,PG-13,43000000,2000,10000,0.6,7000
Color,84,115,209,41,569,73000942,74351,714,1,233,English,USA,G,13000000,2011,69,0.16,62000
Black and White,162,101,194,602,1000,6712241,782437,3858,2,1420,English,USA,R,7500000,1998,816,0.86,35000
Color,233,109,453,120,1000,10499968,47498,1458,3,212,English,USA,R,35000000,2014,206,0.57,10000
Color,172,116,53,906,27000,43119879,58450,31224,0,842,English,USA,PG-13,60000000,2002,1000,0.64,7000
Color,210,102,192,31,346,13214030,60516,500,3,147,English,USA,PG-13,20000000,2008,41,0.67,7000
Color,119,93,19,619,15000,3749061,28629,30134,3,113,English,USA,PG-13,20000000,2012,13000,0.49,7000
Color,47,101,91,158,854,38590500,17997,1860,1,140,English,USA,R,50000000,1994,643,0.44,812
Color,123,109,29,91,779,10965209,25558,1297,2,221,English,USA,PG-13,30000000,2001,240,0.61,7000
Color,366,150,91,464,894,402076689,323207,3218,0,1439,English,USA,PG-13,200000000,2009,581,0.6,7000
Color,228,89,77,159,490,47553512,54101,1367,0,210,English,USA,PG-13,50000000,2014,298,0.58,15000
Color,93,108,91,88,14000,3049135,50197,14574,2,265,English,New Zealand,R,5000000,1994,433,0.74,7000
Color,289,134,91,346,20000,214948780,405973,20952,4,1055,English,Canada,PG-13,110000000,2003,505,0.75,7000
Color,75,142,14000,5000,49000,119654900,182802,64259,1,363,English,USA,PG,70000000,1991,8000,0.67,13000
Color,367,158,776,310,1000,166112167,283418,2144,0,1055,English,USA,PG-13,200000000,2009,468,0.58,13000
Color,83,114,9,466,623,30050028,42987,2484,1,201,English,USA,R,17000000,1989,472,0.65,7000
Color,74,107,7,442,745,1282084,6221,2125,1,87,English,USA,R,2500000,1999,631,0.7,500
Color,138,123,541,173,12000,36283504,104564,12970,1,587,English,Germany,R,40000000,1999,638,0.65,7000
Color,104,108,30,281,474,453079,4124,2029,4,29,English,USA,R,7000000,2010,403,0.59,916
Color,419,133,152,11000,22000,75605492,283563,53094,1,312,English,USA,PG-13,50000000,2011,18000,0.76,27000
Color,276,123,160,402,12000,115802596,182661,14017,1,681,English,USA,PG-13,110000000,2007,701,0.52,7000
Color,112,105,2,69,805,63260,14325,1185,0,90,English,France,R,14000000,2006,306,0.67,7000
Color,408,96,91,262,1000,292979556,665575,2635,1,704,English,USA,PG,175000000,2009,848,0.83,27000
Color,351,107,190,520,2000,52000688,171418,4243,0,619,English,USA,R,40000000,2010,1000,0.64,17000
Color,141,124,159,240,288,30012990,75973,1006,1,409,English,UK,R,25000000,1998,249,0.75,7000
Color,109,139,488,597,10000,153620822,189923,12182,0,318,English,USA,R,50000000,1996,743,0.73,7000
Color,63,87,13,869,15000,11560259,15617,22485,1,180,English,USA,PG-13,22000000,2001,4000,0.58,7000
Color,25,101,9,201,973,978908,4057,2306,0,90,English,Poland,PG-13,2400000,2006,872,0.51,250
Color,46,95,15,461,1000,20998709,6095,3845,0,76,English,USA,PG,15000000,2006,786,0.62,1000
Color,412,122,91,816,14000,17750583,93548,28933,0,307,English,UK,R,30000000,2015,13000,0.72,23000
Color,45,94,24,545,834,2800000,4377,2662,3,85,English,USA,R,4000000,1999,625,0.58,309
Color,158,122,108,111,220,33071558,22369,583,6,100,English,UK,PG,10000000,2015,186,0.66,21000
Color,63,81,406,616,13000,63071133,42892,17035,0,154,English,USA,PG-13,12000000,1996,2000,0.68,7000
Color,153,126,13000,390,920,162831698,215255,2899,0,610,English,USA,PG-13,80000000,1992,811,0.7,7000
Color,160,108,123,690,26000,15483540,56338,41359,4,215,English,USA,R,14000000,2009,14000,0.65,4000
Color,71,113,179,11,119,5595428,28951,167,0,257,Portuguese,Brazil,R,2900000,1998,14,0.8,7000
Color,336,104,59,202,972,27689474,85688,2071,0,339,English,USA,R,5000000,2013,407,0.65,23000
Color,50,101,17,218,900,14095303,15814,1634,1,68,English,USA,R,25000000,1996,246,0.54,503
Color,120,128,17000,387,22000,79100000,127503,24006,0,261,English,USA,R,35000000,1991,1000,0.73,7000
Color,234,100,64,329,11000,63536011,34258,19420,2,178,English,USA,PG-13,30000000,2012,7000,0.63,7000
Color,343,105,91,502,2000,201148159,103737,4671,1,322,English,USA,PG,95000000,2015,520,0.7,56000
Color,61,99,78,325,11000,106593296,72324,12619,1,134,English,USA,PG,7500000,1989,509,0.74,3000
Color,285,103,65,908,2000,71519230,92364,6807,0,244,English,USA,R,9000000,2014,971,0.65,15000
Color,160,126,44,9,627,5701643,37635,653,0,165,Mongolian,Russia,R,20000000,2007,12,0.73,7000
Color,55,98,11000,624,816,61400000,71183,3617,1,183,English,USA,R,15000000,1983,695,0.74,7000
Color,165,114,71,55,154,60470220,81444,428,2,192,English,USA,PG-13,50000000,2003,131,0.62,955
Color,81,98,4,677,2000,10544143,16372,4843,2,121,English,Australia,PG-13,20000000,1999,1000,0.61,311
Color,185,105,189,1000,49000,177243721,130272,54039,2,209,English,USA,PG,150000000,2009,3000,0.59,2000
Color,77,86,90,635,962,9402410,11233,3715,1,32,English,USA,PG-13,14000000,2012,925,0.54,7000
Color,29,104,37,501,574,144583,2256,1983,0,79,English,France,R,800000,1999,573,0.65,130
Color,19,103,261,145,722,1100000,3665,1201,0,39,English,USA,R,5000000,1992,280,0.68,247
Color,79,102,117,17,393,1430185,7314,446,0,55,English,USA,R,2000000,2007,21,0.83,7000
Color,97,110,22,48,434,56129,6555,645,1,82,English,Canada,R,1100000,2010,95,0.61,7000
Color,155,111,473,82,26000,106126012,285623,35084,6,497,English,USA,PG-13,60000000,2003,9000,0.7,7000
Color,261,129,102,624,768,255950375,223127,3389,0,420,English,USA,PG-13,29000000,2009,734,0.77,38000
Color,25,100,15,388,694,26539321,7984,2486,1,42,English,USA,PG,13000000,1996,558,0.59,833
Color,265,110,88,11000,13000,130313314,168172,44798,1,380,English,USA,PG-13,80000000,2008,12000,0.65,7000
Color,203,107,91,574,13000,44867349,75347,14483,2,176,English,USA,R,37000000,2010,642,0.56,7000
Color,43,99,13,159,419,302204,6705,975,3,53,English,UK,PG,3000000,1997,254,0.66,167
Color,36,96,197,115,580,39514713,60494,1275,0,132,English,USA,PG,28000000,1993,336,0.67,16000
Color,318,111,663,954,1000,206435493,473887,4764,0,626,English,USA,G,150000000,2007,1000,0.8,10000
Color,101,84,50,692,979,140015224,94172,3382,0,179,English,Germany,PG,133000000,1999,886,0.59,7000
Color,297,109,91,145,957,13782838,258078,1757,0,911,English,USA,R,15000000,1982,163,0.82,23000
Color,25,107,91,745,941,141853,1427,3099,2,12,English,Australia,R,12000000,1997,754,0.6,88
Color,158,86,41,155,956,19472057,25332,1862,0,307,English,USA,R,3000000,1986,316,0.59,7000
Color,86,96,24,374,646,28876924,4303,1780,0,35,English,USA,PG-13,20000000,2016,441,0.71,7000
Color,233,98,406,406,860,32774834,136048,2609,5,700,English,USA,R,30000000,2004,523,0.72,7000
Color,53,91,10,436,716,8104069,9785,2700,3,26,English,USA,PG-13,20000000,2007,537,0.45,233
Color,62,104,23,591,752,6712451,4102,3133,0,89,English,New Line,R,90000000,2001,631,0.44,53
Color,50,121,55,918,1000,2221994,11747,3125,1,99,English,Denmark,R,35000000,1997,1000,0.64,561
Color,148,104,16,584,1000,37481242,40654,3356,0,97,English,USA,PG-13,35000000,2010,700,0.53,7000
Color,239,92,655,88,24000,24792061,191998,25092,0,323,English,USA,R,6500000,2005,829,0.76,7000
Color,96,106,61,649,907,32645546,8427,3462,5,88,English,USA,PG,14000000,2005,807,0.64,1000
Color,79,104,11,194,11000,3287435,8603,12250,2,115,English,USA,R,4500000,2001,813,0.71,430
Black and White,354,111,16000,640,926,70098138,735784,3983,0,2105,English,USA,R,30000000,2003,890,0.81,13000
Color,112,111,64,380,778,11905519,30210,2205,0,214,Thai,Thailand,R,200000000,2005,635,0.71,7000
Black and White,123,140,23,579,11000,13082288,35565,12634,1,247,English,UK,PG-13,60000000,2006,779,0.66,2000
Color,206,102,235,520,956,62318875,156225,2998,1,502,English,USA,R,50000000,2006,845,0.68,7000
Color,51,85,91,209,945,265107,4617,2282,1,93,English,Australia,R,1500000,2000,774,0.63,614
Color,543,96,201,58,394,54239856,125016,673,0,789,English,USA,R,17000000,2013,150,0.65,70000
Color,45,83,5,368,971,100491683,14005,3438,0,67,English,USA,G,24000000,1998,503,0.59,418
Color,35,80,91,429,1000,70071,589,3852,0,35,English,Philippines,R,7000,2005,664,0.63,74
Color,35,98,188,693,2000,24629916,12942,4277,0,34,English,USA,PG,3000000,1997,970,0.51,902
Color,81,92,41,522,1000,104148781,49486,4050,1,116,English,USA,PG,60000000,2003,955,0.55,886
Color,121,93,131,90,497,2426851,16224,776,1,76,English,USA,R,4000000,2007,113,0.65,830
Color,168,95,38,249,567,241437427,102071,1495,3,756,English,USA,PG,5000000,2002,312,0.66,5000
Color,119,81,44,3000,35000,66950483,29738,47677,6,85,English,USA,PG,28000000,2014,7000,0.62,12000
Color,248,119,611,4,755,11041228,92295,1244,3,420,Mandarin,China,PG-13,100000000,2004,483,0.76,7000
Color,42,110,272,551,801,14100000,14995,2943,6,87,English,USA,R,5000000,1982,796,0.72,7000
Color,92,93,17,360,13000,17718223,162067,14180,5,316,English,USA,R,25000000,2004,634,0.66,7000
Color,40,110,91,237,721,3468572,10073,1966,0,78,English,USA,R,4000000,1988,246,0.73,816
Color,251,89,192,142,447,3645438,55040,923,1,539,French,France,R,2200000,2003,236,0.68,7000
Black and White,85,104,52,484,711,17757087,13065,3162,1,253,English,USA,R,21000000,1999,490,0.46,897
Color,538,150,14000,655,23000,182204440,197412,25517,0,720,English,USA,PG-13,65000000,2012,826,0.74,71000
Color,112,109,13,480,3000,2706659,17770,5977,0,172,English,UK,R,2000000,2006,796,0.69,7000
Color,94,105,102,383,901,234760500,126464,3464,1,175,English,USA,R,14000000,1984,605,0.73,7000
Color,158,99,342,501,1000,2344847,18561,2158,0,119,English,USA,R,7000000,2008,518,0.68,7000
Color,478,121,777,219,455,46875468,196217,1467,2,461,English,USA,R,30000000,2015,221,0.76,59000
Color,51,117,31,210,2000,32800000,34896,3016,1,118,English,USA,R,40000000,1996,472,0.43,877
Color,302,127,123,904,14000,41997790,125305,17551,0,343,English,USA,R,38000000,2013,924,0.64,39000
Color,125,81,5,710,49000,7825820,13086,50831,0,156,English,USA,R,4000000,2006,780,0.59,576
Color,118,101,30,268,1000,93307796,85673,2636,2,269,English,USA,PG-13,60000000,2002,976,0.61,7000
Color,102,103,91,925,3000,285761243,311075,7521,5,305,English,USA,PG,18000000,1990,1000,0.75,20000
Color,398,158,91,104,272,40218903,372990,533,0,1107,English,USA,R,25000000,2007,111,0.81,16000
Color,169,95,18,18,622,119793567,64387,848,0,85,English,USA,PG,78000000,2013,161,0.65,15000
Color,158,126,26,385,638,13005485,56665,2282,0,469,English,USA,R,15000000,2003,624,0.76,7000
Color,111,113,22,148,727,43601508,35718,1310,1,317,English,USA,PG-13,18000000,2003,171,0.67,7000
Color,245,101,420,467,12000,72660029,115687,16235,0,269,English,USA,PG-13,100000000,2014,3000,0.6,21000
Color,25,94,11,232,1000,22189039,17074,2210,0,55,English,USA,R,15000000,1993,605,0.55,466
Color,160,107,91,240,962,1186957,9264,1591,3,69,English,UK,PG-13,25000000,2008,266,0.68,7000
Color,132,116,41,541,11000,30013346,31293,14028,2,254,English,USA,PG-13,75000000,2003,982,0.53,648
Color,238,95,243,725,969,100659,30160,3833,0,193,English,USA,R,900000,2009,962,0.64,7000
Color,19,105,24,125,776,22723,2236,1732,1,40,English,Germany,PG-13,25000000,2001,595,0.45,193
Color,55,128,272,383,2000,83000000,36587,3888,0,95,English,USA,R,55000000,1994,812,0.6,7000
Color,152,89,56,545,11000,58715510,79094,13794,2,129,English,USA,PG,30000000,2009,826,0.54,7000
Color,54,84,56,13,21000,1950218,5933,21124,3,102,English,USA,R,1000000,1997,104,0.56,387
Color,274,96,91,1000,20000,10139254,190990,24640,0,915,English,USA,PG-13,35000000,2006,1000,0.73,23000
Color,30,101,91,681,827,220234,1950,3574,3,24,English,USA,R,3500000,2006,729,0.65,360
Color,156,136,258,94,12000,93771072,135404,12396,0,318,English,USA,PG-13,65000000,1998,174,0.67,7000
Color,119,89,49,514,2000,65557989,73539,3717,0,271,English,USA,PG-13,45000000,1997,902,0.46,7000
Color,100,102,346,488,947,23106,9003,2572,0,58,English,Italy,R,50000000,2004,526,0.66,532
Color,377,99,91,59,264,17104669,99353,537,1,354,Cantonese,Hong Kong,R,20000000,2004,62,0.78,7000
Color,160,150,610,478,755,626809,36894,2172,4,105,Mandarin,China,R,553632000,2008,643,0.74,7000
Color,91,155,16000,229,18000,25078937,31751,19689,2,216,English,USA,R,30000000,1997,461,0.66,7000
Color,160,99,52,148,22000,8855646,49855,23409,1,117,English,USA,PG-13,21000000,2009,1000,0.72,10000
Color,150,87,12,645,3000,32178777,43300,6658,6,250,English,USA,PG-13,62000000,2008,966,0.38,7000
Color,196,98,88,706,12000,23225911,80574,14699,1,157,English,USA,R,24000000,2010,854,0.65,12000
Color,92,104,165,944,1000,46611204,55749,4294,1,257,English,USA,PG-13,48000000,1998,967,0.61,7000
Color,168,97,11,887,14000,71500556,171568,16999,3,571,English,UK,R,26000000,2001,1000,0.67,7000
Color,169,105,54,988,3000,51853450,37398,9069,0,110,English,USA,PG,25000000,2012,2000,0.66,11000
Color,220,110,91,327,13000,52353636,209133,14609,1,962,English,USA,R,21000000,2001,1000,0.76,7000
Color,68,141,407,501,688,3064356,3433,2584,6,81,English,USA,PG-13,5600000,2002,659,0.69,160
Color,109,82,34,434,760,100446895,36033,2762,1,456,English,USA,PG,109000000,2003,743,0.38,946
Color,525,130,91,11000,44000,234903076,175409,73441,4,511,English,USA,PG,215000000,2013,15000,0.64,60000
Color,277,119,33,518,3000,51178893,24285,6089,4,110,English,USA,PG,50000000,2014,2000,0.64,10000
Color,156,91,2,480,12000,42194060,41259,22668,1,72,English,Spain,PG,70000000,2009,10000,0.61,7000
Color,71,77,50,537,886,64736114,36471,2682,0,69,English,USA,PG,120000000,2002,799,0.54,459
Color,287,103,91,651,2000,55153403,299127,5161,0,1509,English,USA,R,1200000,2004,878,0.77,7000
Color,165,139,150,400,521,30513940,15843,2060,0,104,English,USA,PG-13,30000000,2014,491,0.69,11000
Color,114,89,31,71,285,32368960,39768,667,0,292,English,Canada,R,25000000,1998,81,0.53,7000
Color,149,127,278,912,2000,182805123,158864,5838,1,395,English,USA,PG-13,70000000,2000,955,0.64,7000
Color,99,80,2,186,6000,71442,12029,6829,0,32,French,France,PG,9600000,2012,637,0.79,7000
Color,64,99,71,584,2000,16930185,14315,4169,2,101,English,Germany,PG-13,29000000,2002,719,0.53,201
Color,65,100,15,804,1000,16247775,23527,4789,3,104,English,USA,PG,25000000,2005,962,0.55,767
Color,454,114,77,305,19000,91121452,467613,20295,1,608,English,UK,PG-13,14000000,2014,393,0.81,165000
Color,203,109,64,553,16000,33305037,33856,17866,2,147,English,UK,PG-13,11000000,2015,638,0.73,34000
Color,27,90,6,940,3000,124720,1560,4987,0,15,English,USA,PG,5000000,2008,1000,0.73,777
Color,1,110,91,429,3,3830,27,5,3,1,Spanish,USA,R,1200000,2013,2,0.72,75
Color,35,84,681,143,239,52850,1656,734,0,12,English,USA,R,500000,2007,172,0.62,155
Color,217,125,729,322,442,65010106,107557,1556,1,612,English,USA,R,30000000,2002,344,0.72,7000
Color,70,99,287,44,10000,27663982,26051,10469,2,164,English,USA,PG-13,40000000,1996,368,0.44,7000
Color,161,126,835,893,49000,138339411,604904,63710,2,682,English,USA,R,10000000,1997,13000,0.83,31000
Color,418,120,91,40,668,141319195,641997,820,0,1017,English,UK,R,15000000,2008,56,0.8,13000
Color,133,97,19,835,23000,38176108,222099,37907,6,549,English,USA,PG-13,16000000,1999,13000,0.72,10000
Color,321,103,207,3000,40000,67631157,176598,55175,0,374,English,USA,PG-13,100000000,2010,11000,0.6,25000
Color,536,95,91,384,1000,356454367,345198,2944,1,773,English,USA,PG,175000000,2015,767,0.83,118000
Color,127,91,30,497,922,26404753,34203,3301,1,169,English,USA,PG-13,40000000,2012,786,0.53,19000
Color,131,103,91,20,23,23616,94,85,4,4,English,USA,PG-13,600000,2007,20,0.56,11
Color,112,102,241,127,13000,7659747,14962,14165,1,204,English,USA,R,38000000,2003,891,0.51,704
Color,368,104,165,559,900,16999046,79517,2222,0,354,English,Canada,R,26000000,2009,686,0.58,12000
Color,44,82,6,345,759,36696761,6808,2197,0,38,English,USA,G,23000000,2001,563,0.65,227
Color,127,105,248,147,673,10460089,34098,1442,1,214,English,USA,R,7500000,2002,466,0.72,1000
Color,63,104,30,635,1000,21800302,12164,4462,1,63,English,USA,PG-13,30000000,2004,962,0.55,491
Color,502,146,508,523,34000,424645577,498397,49355,1,706,English,USA,PG-13,130000000,2013,14000,0.76,82000
Color,474,126,230,2000,24000,89732035,188457,38873,2,867,English,USA,PG-13,155000000,2015,10000,0.66,82000
Black and White,351,93,91,566,21000,31501218,84070,22745,0,526,English,USA,PG,7500000,2005,650,0.75,7000
Black and White,114,113,11000,99,537,5032496,20576,943,0,161,English,USA,R,12000000,1998,255,0.63,652
Color,81,89,11,973,1000,12693621,10885,4060,0,271,English,USA,PG-13,17000000,2002,982,0.48,814
Color,222,111,79,287,26000,30028592,152247,27755,0,189,English,UK,R,20000000,2008,811,0.73,7000
Color,16,92,4,405,631,7680,704,2020,0,18,English,USA,R,2000000,1999,443,0.64,100
Color,596,187,16000,1000,46000,54116191,272839,49912,1,1018,English,USA,R,44000000,2015,1000,0.79,114000
Color,306,134,16000,204,13000,37479778,124222,24458,1,259,English,USA,PG-13,60000000,2009,11000,0.74,23000
Color,89,142,845,787,13000,43426961,93494,16580,1,394,English,USA,R,70000000,2003,1000,0.66,7000
Color,262,129,195,50,827,20167424,131831,1044,0,231,Spanish,Argentina,R,2000000,2009,88,0.82,33000
